City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Batemans Bay,AU,-35.7167,150.1833,69.19,75,99,7.85,overcast clouds
344,San Pedro,PH,14.35,121.0167,79.11,75,75,3.44,broken clouds
345,Elk,PL,53.8282,22.3647,34.54,99,100,7.14,overcast clouds
346,Salina Cruz,MX,16.1667,-95.2,83.93,49,2,13.8,clear sky
347,Pacific Grove,US,36.6177,-121.9166,82.58,12,0,5.66,clear sky
348,Baoning,CN,25.3378,110.026,40.86,100,100,4.47,mist
349,Kharagauli,GE,42.0214,43.1977,37.76,93,100,4.23,overcast clouds
350,Charagua,BO,-19.8,-63.2167,89.17,45,14,7.61,few clouds
351,Phan Thiet,VN,10.9333,108.1,72.88,81,99,5.5,overcast clouds
352,Oktyabrskiy,RU,54.4815,53.471,20.1,94,100,8.23,light snow
353,Saint-Pierre,RE,-21.3393,55.4781,73.08,83,0,3.44,clear sky
354,Sioux Lookout,CA,50.1001,-91.917,16.18,85,100,10.36,overcast clouds
355,Saskylakh,RU,71.9167,114.0833,4.03,93,100,13.35,overcast clouds
356,Kulunda,RU,52.566,78.9385,-20.97,100,92,3.83,overcast clouds
357,Drummondville,CA,45.8834,-72.4824,36.59,91,99,5.01,overcast clouds
358,Mahibadhoo,MV,3.7833,72.9667,81.16,74,65,9.95,broken clouds
359,Bilma,NE,18.6853,12.9164,62.17,21,0,7.99,clear sky
360,San Quintin,MX,30.4833,-115.95,70.43,28,0,5.86,clear sky
361,Asfi,MA,32.2994,-9.2372,58.21,75,16,8.25,few clouds
362,Alugan,PH,12.2188,125.4808,78.62,85,100,15.03,light rain
363,Maicao,CO,11.3832,-72.2432,80.31,58,30,11.72,scattered clouds
364,Key West,US,24.5557,-81.7826,71.01,71,0,12.86,clear sky
365,Badou,TG,7.5833,0.6,77.31,43,1,3.62,clear sky
366,Hamilton,US,39.1834,-84.5333,42.75,54,59,3.0,broken clouds
367,Waddan,LY,29.1614,16.139,50.5,63,3,8.19,clear sky
368,Souillac,MU,-20.5167,57.5167,75.58,94,40,3.44,scattered clouds
369,Sabha,LY,27.0377,14.4283,49.1,49,0,11.23,clear sky
370,Barabai,ID,-2.5833,115.3833,72.93,96,99,1.14,overcast clouds
371,Chongoyape,PE,-6.6406,-79.3892,79.34,61,87,6.06,light rain
372,Nuuk,GL,64.1835,-51.7216,27.21,80,75,21.85,light snow
373,Ust-Nera,RU,64.5667,143.2,-35.09,99,64,3.09,broken clouds
374,Pemba,MZ,-12.974,40.5178,76.3,88,78,4.99,moderate rain
375,Aleksandrovskoye,RU,44.7142,43.0008,37.54,76,48,18.16,scattered clouds
376,Mossendjo,CG,-2.9506,12.7261,70.43,99,78,4.18,light rain
377,Trincomalee,LK,8.5711,81.2335,80.24,75,87,8.93,overcast clouds
378,Ixtapa,MX,20.7,-105.2,74.23,71,0,5.01,clear sky
379,Yaan,NG,7.3833,8.5667,81.07,10,14,6.11,few clouds
380,Somotillo,NI,13.0433,-86.9064,91.31,35,46,5.37,scattered clouds
381,Broome,US,42.2506,-75.833,38.46,76,59,8.99,broken clouds
382,Harboore,DK,56.6175,8.1807,36.09,81,15,10.04,few clouds
383,Adrar,MR,20.5022,-10.0711,63.86,17,53,12.71,broken clouds
384,Izhma,RU,65.0083,53.9113,23.63,91,100,11.88,overcast clouds
385,Wagar,SD,16.1525,36.2032,71.94,77,0,13.76,clear sky
386,Formosa,AR,-26.1775,-58.1781,84.13,33,0,5.08,clear sky
387,Oyama,JP,36.3,139.8,35.04,71,91,6.8,overcast clouds
388,Santa,PH,17.486,120.4348,73.47,76,55,5.12,broken clouds
389,Wakkanai,JP,45.4094,141.6739,23.9,78,100,5.46,overcast clouds
390,Singaparna,ID,-7.3515,108.111,71.24,88,100,2.37,overcast clouds
391,Kropotkin,RU,45.4375,40.5756,36.39,96,99,15.61,overcast clouds
392,Batalha,BR,-9.6778,-37.1247,81.7,61,76,14.36,broken clouds
393,Harstad,NO,68.799,16.5293,27.79,100,100,1.01,light snow
394,Apiai,BR,-24.5094,-48.8425,63.1,88,17,4.07,few clouds
395,Ejido,VE,8.5514,-71.2375,68.63,95,84,2.95,broken clouds
396,Mirnyy,RU,62.5353,113.9611,-24.77,74,69,4.0,broken clouds
397,Terrace,CA,54.5163,-128.6035,45.43,100,99,1.81,overcast clouds
398,Diu,IN,20.7141,70.9822,68.74,39,12,15.77,few clouds
399,Kloulklubed,PW,7.0419,134.2556,81.1,77,100,15.48,overcast clouds
400,Pathalgaon,IN,22.5667,83.4667,54.7,59,2,6.55,clear sky
401,Pula,HR,44.8683,13.8481,45.46,93,0,3.44,clear sky
402,Suntar,RU,62.1444,117.6319,-30.32,100,99,2.51,overcast clouds
403,Jinchang,CN,38.4953,102.1739,20.32,64,74,6.13,broken clouds
404,Khasan,RU,42.4308,130.6434,26.87,82,79,4.61,broken clouds
405,Laguna,US,38.421,-121.4238,77.65,46,0,1.99,clear sky
406,Longhua,CN,23.6137,114.1919,58.51,95,100,1.3,overcast clouds
407,Labuhan,ID,-6.8844,112.2051,77.5,88,100,4.68,overcast clouds
408,Poltavka,RU,54.3663,71.7632,-21.41,100,5,6.58,clear sky
409,Tobermory,CA,45.2501,-81.6665,26.31,84,100,16.78,overcast clouds
410,Palana,RU,59.1167,159.9667,-5.67,86,73,2.75,broken clouds
411,Maragogi,BR,-9.0122,-35.2225,80.62,71,87,12.44,overcast clouds
412,Talnakh,RU,69.4865,88.3972,-0.8,95,49,12.03,scattered clouds
413,Powell River,CA,49.8496,-124.5361,49.28,93,75,5.75,mist
414,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,7.39,78,0,6.71,clear sky
415,Petrinja,HR,45.4375,16.29,46.08,85,0,3.76,clear sky
416,La Ronge,CA,55.1001,-105.2842,1.62,66,40,12.66,scattered clouds
417,Noyabrsk,RU,63.1994,75.4507,-6.41,91,73,11.7,broken clouds
418,Acajutla,SV,13.5928,-89.8275,90.81,56,3,7.47,clear sky
419,Belem De Sao Francisco,BR,-8.7539,-38.9658,85.77,41,100,8.52,overcast clouds
420,Shache,CN,38.4167,77.2406,32.47,35,61,5.84,broken clouds
421,Gold Coast,AU,-28.0,153.4333,82.99,73,40,13.8,scattered clouds
422,Namibe,AO,-15.1961,12.1522,72.93,86,98,5.64,overcast clouds
423,Strezhevoy,RU,60.7333,77.5889,-9.42,100,57,4.52,broken clouds
424,Vallenar,CL,-28.5708,-70.7581,73.36,49,0,7.85,clear sky
425,Ust-Kuyga,RU,70.0167,135.6,-18.76,97,100,7.78,overcast clouds
426,Ugra,RU,54.7777,34.3267,29.23,91,97,6.13,overcast clouds
427,Marzuq,YE,14.4,46.4667,59.85,43,85,1.5,overcast clouds
428,Tapejara,BR,-28.0681,-52.0139,70.92,57,32,5.91,scattered clouds
429,Marfino,RU,55.7028,37.3822,33.08,80,75,11.18,light snow
430,Skibbereen,IE,51.55,-9.2667,37.2,76,9,3.2,clear sky
431,Pisco,PE,-13.7,-76.2167,74.01,78,96,5.64,overcast clouds
432,Sao Raimundo Nonato,BR,-9.0153,-42.6994,77.83,63,57,4.23,broken clouds
433,Marystown,CA,47.1666,-55.1483,34.86,100,45,7.78,scattered clouds
434,Aksu,CN,41.1231,80.2644,23.85,41,11,7.43,few clouds
435,Baykit,RU,61.67,96.37,-17.34,97,7,2.82,clear sky
436,Wrexham,GB,53.0,-3.0,43.02,87,7,14.0,clear sky
437,Gien,FR,47.6933,2.6309,43.5,94,100,13.13,overcast clouds
438,Flinders,AU,-34.5833,150.8552,72.81,91,94,11.74,overcast clouds
439,Oranjemund,NA,-28.55,16.4333,63.52,90,5,12.59,clear sky
440,Alofi,NU,-19.0595,-169.9187,81.64,73,7,14.47,clear sky
441,Merauke,ID,-8.4667,140.3333,79.25,83,92,4.23,overcast clouds
442,Sergeyevka,KZ,53.88,67.4158,-8.45,88,9,6.98,clear sky
443,El Tumbador,GT,14.8667,-91.9333,81.77,67,25,4.63,scattered clouds
444,Niquelandia,BR,-14.4739,-48.4597,68.2,95,100,2.39,overcast clouds
445,Phuket,TH,8.0,98.25,79.02,78,20,4.61,few clouds
446,Birjand,IR,32.8663,59.2211,44.83,35,0,7.9,clear sky
447,Claveria,PH,18.6074,121.0832,73.65,87,63,12.48,broken clouds
448,Channel-Port Aux Basques,CA,47.5702,-59.1367,33.31,92,100,9.08,overcast clouds
449,Shinyanga,TZ,-3.6667,33.4333,65.7,87,100,3.76,overcast clouds
450,Aasiaat,GL,68.7098,-52.8699,-11.81,98,100,8.34,overcast clouds
451,Diego De Almagro,CL,-26.3667,-70.05,68.74,37,0,7.9,clear sky
452,Liberal,US,37.0431,-100.921,63.64,22,3,12.97,clear sky
453,Vostok,RU,46.4856,135.8833,7.88,97,100,2.53,overcast clouds
454,Shingu,JP,33.7333,135.9833,38.39,81,6,5.5,clear sky
455,Tomatlan,MX,19.9333,-105.25,83.01,25,0,8.93,clear sky
456,Udomlya,RU,57.8794,34.9925,29.62,96,100,9.35,light snow
457,Bektemir,UZ,41.2097,69.3342,41.05,42,0,11.5,clear sky
458,Buala,SB,-8.145,159.5921,82.83,78,93,9.84,moderate rain
459,Perth,AU,-31.9333,115.8333,70.66,90,0,5.75,clear sky
460,Deer Lake,CA,49.1667,-57.4316,28.11,96,73,4.81,broken clouds
461,Vanderhoof,CA,54.0166,-124.0198,43.2,63,62,12.41,broken clouds
462,Nicoya,CR,10.1483,-85.452,85.55,46,44,5.1,scattered clouds
463,Along,IN,28.1667,94.7667,52.27,98,100,2.28,overcast clouds
464,Boali,CF,4.8005,18.1275,75.79,19,31,2.37,scattered clouds
465,Bam,IR,29.106,58.357,55.13,29,0,6.22,clear sky
466,Urengoy,RU,65.9667,78.3667,-3.3,84,69,12.57,broken clouds
467,Longyearbyen,SJ,78.2186,15.6401,22.84,80,75,6.91,broken clouds
468,Bousso,TD,10.4795,16.7117,74.28,11,97,8.86,overcast clouds
469,Constitucion,CL,-35.3333,-72.4167,62.74,68,100,7.14,overcast clouds
470,Ketchikan,US,55.3422,-131.6461,39.67,60,75,5.75,broken clouds
471,Bagotville,AU,-28.9833,153.4167,75.63,84,26,12.24,scattered clouds
472,Youkounkoun,GN,12.5333,-13.1333,82.38,12,0,7.25,clear sky
473,Roma,US,43.2128,-75.4557,37.94,70,100,10.36,overcast clouds
474,Aragarcas,BR,-15.8975,-52.2508,70.56,97,98,1.5,heavy intensity rain
475,Burnie,AU,-41.0667,145.9167,64.94,45,3,5.77,clear sky
476,Rantepao,ID,-2.9701,119.8978,68.09,97,100,0.78,overcast clouds
477,Kavieng,PG,-2.5744,150.7967,81.81,78,74,6.15,moderate rain
478,Westerland,DE,54.9079,8.3033,38.93,93,20,9.22,few clouds
479,Falmouth,GB,50.1544,-5.0711,45.5,70,15,10.78,few clouds
480,Cap Malheureux,MU,-19.9842,57.6142,75.69,80,0,5.73,clear sky
481,Palmer,US,42.1584,-72.3287,45.48,56,75,12.66,broken clouds
482,Ferrol,ES,43.4832,-8.2369,53.37,90,49,8.61,scattered clouds
483,Tuma,RU,55.148,40.5537,28.53,94,100,7.9,overcast clouds
484,Byron Bay,AU,-28.65,153.6167,81.05,67,18,15.17,few clouds
485,Krasnoye,UA,49.9145,24.6134,38.55,85,98,9.46,overcast clouds
486,Namatanai,PG,-3.6667,152.4333,82.36,75,97,4.25,light rain
487,Umm Kaddadah,SD,13.6017,26.6876,60.28,22,0,16.58,clear sky
488,Malumfashi,NG,11.7853,7.6218,65.26,12,37,9.35,scattered clouds
489,Fuerte Olimpo,PY,-21.0415,-57.8738,87.17,22,0,4.99,clear sky
490,Guerrero Negro,MX,27.9769,-114.0611,76.26,23,0,7.9,clear sky
491,Garmsar,IR,35.2182,52.3409,50.14,30,54,5.93,broken clouds
492,Tuy Hoa,VN,13.0833,109.3,71.96,92,47,4.45,scattered clouds
493,Sulangan,PH,11.1373,123.7228,79.63,80,100,20.36,overcast clouds
494,Bonthe,SL,7.5264,-12.505,77.76,89,0,5.46,clear sky
495,Carnduff,CA,49.1667,-101.8009,35.38,85,91,25.17,overcast clouds
496,Znamenskoye,RU,57.1281,73.8282,-13.29,99,19,4.34,few clouds
497,Bilibino,RU,68.0546,166.4372,-40.45,100,81,1.41,broken clouds
498,Khani,GE,41.9563,42.9566,33.37,89,96,4.29,overcast clouds
499,Riviere-Au-Renard,CA,48.9957,-64.3971,32.9,92,100,13.24,overcast clouds
500,Mitsamiouli,KM,-11.3847,43.2844,81.28,79,100,9.86,light rain
501,Shyryayeve,UA,47.3805,30.1964,38.91,73,52,7.36,broken clouds
502,Manokwari,ID,-0.8667,134.0833,80.24,71,98,1.61,overcast clouds
503,Kruisfontein,ZA,-34.0033,24.7314,61.14,88,24,3.04,few clouds
504,Cockburn Town,TC,21.4612,-71.1419,77.76,77,0,17.83,clear sky
505,Ust-Ilimsk,RU,58.0006,102.6619,-15.68,99,86,3.6,overcast clouds
506,Urucui,BR,-7.2294,-44.5561,76.82,86,53,3.89,broken clouds
507,Coquimbo,CL,-29.9533,-71.3436,67.73,72,75,8.05,broken clouds
508,Salinopolis,BR,-0.6136,-47.3561,78.49,87,100,8.57,overcast clouds
509,Payson,US,40.0444,-111.7321,49.96,59,45,2.35,scattered clouds
510,Domoni,KM,-12.2569,44.5319,79.12,85,100,8.34,overcast clouds
511,Bereznik,RU,62.8551,42.7072,25.39,96,100,7.96,light snow
512,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.95,95,97,0.72,overcast clouds
513,Gibara,CU,21.1097,-76.1317,81.72,75,31,9.78,scattered clouds
514,Miramar,US,25.9873,-80.2323,74.01,70,9,1.99,clear sky
515,Samarai,PG,-10.6167,150.6667,83.44,57,84,11.83,broken clouds
516,Dong Hoi,VN,17.4833,106.6,70.3,91,95,0.45,overcast clouds
517,Caborca,MX,30.5838,-111.101,76.53,6,0,7.31,clear sky
518,Nkhotakota,MW,-12.9274,34.2961,72.55,87,95,4.36,light rain
519,Kabarnet,KE,0.4919,35.743,58.1,53,63,4.79,broken clouds
520,Outjo,NA,-20.1167,16.15,65.46,90,100,10.83,light rain
521,Bereda,ES,43.2686,-7.5406,49.57,100,99,2.44,overcast clouds
522,Kysyl-Syr,RU,63.8986,122.7617,-40.0,100,58,1.57,broken clouds
523,Yelizovo,RU,53.1873,158.3805,8.74,78,0,6.71,clear sky
524,West Bay,KY,19.3667,-81.4167,80.08,83,10,1.99,clear sky
525,Marsa Matruh,EG,31.3525,27.2453,55.51,67,75,19.53,broken clouds
526,Acarau,BR,-2.8856,-40.12,79.21,78,72,9.24,broken clouds
527,Cooma,AU,-36.2333,149.1333,55.17,100,100,10.36,overcast clouds
528,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.4,81,99,2.26,overcast clouds
529,Portland,US,45.5234,-122.6762,59.59,76,32,1.01,scattered clouds
530,Boa Vista,BR,2.8197,-60.6733,87.78,45,40,8.05,scattered clouds
531,Banda Aceh,ID,5.5577,95.3222,77.68,82,86,5.14,overcast clouds
532,Kimbe,PG,-5.5502,150.1429,82.99,76,84,1.79,light rain
533,Beya,RU,53.0533,90.9139,-17.39,96,70,3.69,broken clouds
534,Lufkin,US,31.3382,-94.7291,71.71,46,0,3.09,clear sky
535,Matagami,CA,49.7502,-77.6328,6.91,78,100,8.05,overcast clouds
536,Mizan Teferi,ET,6.9833,35.5833,66.4,56,54,3.02,broken clouds
537,Rorvik,NO,64.8621,11.2373,32.11,59,40,13.8,scattered clouds
538,Mandalgovi,MN,45.7625,106.2708,-3.62,81,98,11.99,overcast clouds
539,Harrismith,ZA,-28.2728,29.1295,58.87,75,49,3.4,scattered clouds
540,Boda,CF,4.3189,17.4695,73.69,20,41,2.28,scattered clouds
541,Egvekinot,RU,66.3167,-179.1667,-22.97,88,29,3.04,scattered clouds
542,Yongan,CN,39.6957,113.6871,24.03,52,87,1.81,overcast clouds
543,Henties Bay,NA,-22.116,14.2845,70.86,82,69,8.03,light rain
544,Ploemeur,FR,47.7333,-3.4333,41.83,92,0,3.44,clear sky
545,Cleveland,US,41.4995,-81.6954,36.21,77,87,10.09,overcast clouds
546,Tiarei,PF,-17.5333,-149.3333,86.02,74,40,13.4,scattered clouds
547,Lopsmarka,NO,67.3134,14.4493,31.89,76,40,21.85,scattered clouds
548,Inta,RU,66.0317,60.1659,18.07,78,100,12.68,overcast clouds
549,Vanimo,PG,-2.6741,141.3028,79.63,84,100,1.5,light rain
550,Clarence Town,AU,-32.5833,151.7833,77.61,76,47,6.04,scattered clouds
551,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.69,97,100,0.92,overcast clouds
552,San Javier,ES,37.8063,-0.8374,51.93,80,75,4.61,broken clouds
553,Olafsvik,IS,64.8945,-23.7142,35.74,59,71,23.02,broken clouds
554,Grand Island,US,40.925,-98.342,61.3,36,99,17.63,overcast clouds
555,Faya,SA,18.3851,42.4509,52.32,90,8,3.36,clear sky
556,Oranjestad,AW,12.524,-70.027,80.55,69,20,17.27,few clouds
557,Baghmara,IN,23.795,86.2085,61.09,67,0,6.98,clear sky
558,Altagracia De Orituco,VE,9.8601,-66.3814,74.41,72,18,8.32,few clouds
559,La Grande,US,45.3246,-118.0877,65.57,93,33,3.6,scattered clouds
560,Mingshui,CN,36.7167,117.5,35.98,67,40,4.14,scattered clouds
561,Swan River,CA,52.1058,-101.2676,22.59,90,96,11.72,light snow
562,Amapa,BR,1.0,-52.0,72.19,99,84,2.71,broken clouds
563,Port Lincoln,AU,-34.7333,135.8667,64.74,63,8,16.35,clear sky
564,Kutum,SD,14.2,24.6667,54.05,22,0,8.23,clear sky
565,Humboldt,US,40.6665,-123.9178,69.6,34,0,3.76,clear sky
566,Honningsvag,NO,70.9821,25.9704,34.2,84,100,22.03,snow
567,Margate,GB,51.3813,1.3862,40.69,71,22,8.01,few clouds
568,Fenoarivo,MG,-18.933,47.4354,68.07,88,75,5.75,broken clouds
569,Labrea,BR,-7.2586,-64.7981,75.27,97,92,2.62,heavy intensity rain
570,Kashi,CN,39.4547,75.9797,30.2,28,100,4.88,overcast clouds
571,Road Town,VG,18.4167,-64.6167,77.0,77,15,18.07,few clouds
572,Trelew,AR,-43.249,-65.3051,64.71,32,41,12.48,scattered clouds
573,Lalin,ES,42.7167,-8.1167,48.72,98,90,1.34,overcast clouds
574,Winneba,GH,5.3511,-0.6231,79.16,86,0,6.22,clear sky
575,Camana,PE,-16.6228,-72.7111,71.85,71,50,5.79,scattered clouds
576,Teseney,ER,15.11,36.6575,73.08,69,0,8.95,clear sky
577,Laranjeiras,BR,-10.8064,-37.17,82.02,76,20,9.44,few clouds
578,Sao Filipe,CV,14.8961,-24.4956,77.16,59,99,6.4,overcast clouds
579,Margherita,IN,27.2833,95.6833,55.72,94,88,0.69,overcast clouds
580,Tarauaca,BR,-8.1614,-70.7656,75.34,97,90,2.44,overcast clouds
581,Taquari,BR,-29.7997,-51.8644,82.29,67,0,10.71,clear sky
582,Moranbah,AU,-22.0016,148.0466,79.41,58,1,5.5,clear sky
583,Novoagansk,RU,61.9449,76.6625,-14.21,98,71,5.7,broken clouds
584,Aswan,EG,24.0934,32.907,51.53,42,0,10.2,clear sky
585,Nanortalik,GL,60.1432,-45.2371,26.98,55,100,7.67,overcast clouds
586,Kachiry,KZ,53.0675,76.1036,-23.15,100,67,4.12,broken clouds
587,Leh,IN,34.1667,77.5833,-11.18,86,85,3.78,overcast clouds
588,Kampene,CD,-3.6,26.6667,66.36,91,99,2.3,overcast clouds
589,Sakakah,SA,29.9697,40.2064,46.94,62,0,7.92,clear sky
590,Sosua,DO,19.7667,-70.5167,82.38,89,20,8.05,few clouds
591,Hashtrud,IR,37.4779,47.0508,26.22,99,96,4.29,overcast clouds
592,Zinder,NE,13.8072,8.9881,64.56,11,29,10.87,scattered clouds
593,Nouadhibou,MR,20.931,-17.0347,72.46,45,98,13.49,overcast clouds
594,Roald,NO,62.5833,6.1333,32.9,93,40,5.75,scattered clouds
595,Dvinskoy,RU,62.1535,45.1175,21.74,94,100,9.31,overcast clouds
596,Socorro,US,31.6546,-106.3033,67.1,13,0,0.0,clear sky
597,Beyneu,KZ,45.3167,55.2,33.84,98,100,17.31,overcast clouds
598,Colac,AU,-38.3333,143.5833,65.62,58,13,10.18,few clouds
599,Saint-Joseph,RE,-21.3667,55.6167,71.98,81,18,2.98,few clouds
600,Partyzany,UA,46.3314,34.7503,39.6,90,100,9.91,overcast clouds
601,Sunrise Manor,US,36.2111,-115.0731,76.93,20,0,9.22,clear sky
602,Saryg-Sep,RU,51.5,95.6,-27.6,99,96,3.09,overcast clouds
603,Wajid,SO,3.8093,43.2471,75.76,35,7,11.39,clear sky
604,Katra,IN,32.9833,74.95,42.24,58,0,9.31,clear sky
605,Utrecht,NL,52.0,5.25,43.09,86,91,5.01,overcast clouds
606,Kungurtug,RU,50.5994,97.5228,-27.98,99,44,1.59,scattered clouds
607,Novosheshminsk,RU,55.0651,51.2338,18.16,96,100,5.64,overcast clouds
608,Lovozero,RU,68.005,35.0117,19.06,94,98,4.68,overcast clouds
609,Saldanha,ZA,-33.0117,17.9442,62.49,83,0,10.13,clear sky
610,Erzin,TR,36.9559,36.2,47.12,76,17,3.29,few clouds
611,Yulara,AU,-25.2406,130.9889,77.49,30,0,13.24,clear sky
612,Port Huron,US,42.9709,-82.4249,32.4,68,100,9.22,overcast clouds
613,Piltene,LV,57.2243,21.6744,37.35,87,0,12.66,clear sky
614,Altay,CN,47.8667,88.1167,0.41,83,91,6.96,overcast clouds
615,Palampur,IN,32.1167,76.5333,36.34,48,2,8.61,clear sky
616,Rio Gallegos,AR,-51.6226,-69.2181,51.28,44,100,29.42,overcast clouds
617,Datong,CN,40.0936,113.2914,24.69,49,97,0.92,overcast clouds
618,Mmathubudukwane,BW,-24.6,26.4333,70.88,66,32,0.27,scattered clouds
619,San Jose,US,37.3394,-121.895,80.85,30,20,11.5,few clouds
620,Kinablangan,PH,7.6947,126.5503,77.38,89,100,4.09,overcast clouds
621,Beira,MZ,-19.8436,34.8389,77.45,77,42,5.97,scattered clouds
622,Igdir,TR,39.9237,44.045,37.33,99,100,2.68,overcast clouds
623,Sao Francisco,BR,-15.9486,-44.8644,71.65,93,98,2.71,moderate rain
624,Bukene,TZ,-4.2333,32.8833,62.96,95,91,4.36,overcast clouds
625,Sinnamary,GF,5.3833,-52.95,76.75,86,58,12.24,broken clouds
626,Supe,PE,-10.8,-77.7333,72.25,73,78,7.31,broken clouds
627,Gorontalo,ID,0.5412,123.0595,76.37,92,98,2.24,overcast clouds
628,Calvia,ES,39.5657,2.5062,47.08,87,0,4.9,clear sky
629,Green River,US,41.5286,-109.4662,50.14,74,100,20.92,overcast clouds
630,Alice Springs,AU,-23.7,133.8833,71.15,49,0,0.0,clear sky
631,Slonim,BY,53.0867,25.3219,40.5,91,100,12.71,overcast clouds
632,Tiznit,MA,29.5833,-9.5,59.25,36,47,4.09,scattered clouds
633,Mengcheng,CN,33.2579,116.5655,36.05,82,88,5.82,overcast clouds
634,Fort Nelson,CA,58.8053,-122.7002,34.29,59,49,15.39,scattered clouds
635,Tahe,CN,52.3333,124.7333,-16.02,100,94,2.73,overcast clouds
636,Chhachhrauli,IN,30.25,77.3667,47.66,76,0,4.25,clear sky
637,Mentakab,MY,3.4865,102.3516,70.11,98,100,1.88,light rain
638,La Rioja,ES,42.25,-2.5,40.05,69,100,4.23,overcast clouds
639,Biak,ID,-0.9131,122.8766,77.22,82,84,3.91,broken clouds
640,Shush,IR,32.1942,48.2436,60.84,42,95,12.06,overcast clouds
641,Madisonville,US,37.3281,-87.4989,52.21,38,12,1.01,few clouds
642,Hami,CN,42.8,93.45,25.14,63,95,6.4,overcast clouds
643,Aksha,RU,50.2814,113.2867,-2.85,78,99,8.84,overcast clouds
644,Tombouctou,ML,20.0,-3.0,63.23,20,36,12.71,scattered clouds
645,Arroyo,ES,41.6096,-4.7969,52.2,60,0,5.75,clear sky
646,La Reforma,MX,25.0833,-108.05,81.75,46,18,9.89,few clouds
647,Vila Velha,BR,-20.3297,-40.2925,76.95,86,100,5.99,overcast clouds
648,Plettenberg Bay,ZA,-34.0527,23.3716,64.51,84,64,2.8,broken clouds
649,Birin,NP,26.8865,88.0718,42.93,85,52,3.18,broken clouds
650,De-Kastri,RU,51.4667,140.7833,12.0,95,100,4.72,overcast clouds
651,Wanning,CN,18.8003,110.3967,69.6,92,53,5.82,broken clouds
652,Hammerfest,NO,70.6634,23.6821,27.05,100,75,10.36,broken clouds
653,Puerto Madryn,AR,-42.7692,-65.0385,63.46,41,7,18.32,clear sky
654,Novo Aripuana,BR,-5.1206,-60.3797,75.29,95,100,2.1,light rain
655,Tondano,ID,1.3038,124.9112,69.89,90,72,0.76,broken clouds
656,Brae,GB,60.3964,-1.353,35.51,50,99,16.51,overcast clouds
657,Chanthaburi,TH,12.8333,102.1667,70.14,94,100,0.78,overcast clouds
658,Montepuez,MZ,-13.1256,38.9997,69.42,98,100,2.08,light rain
659,Batagay-Alyta,RU,67.8006,130.4114,-15.84,89,99,2.19,overcast clouds
660,Morgaushi,RU,55.9643,46.7743,19.56,98,100,5.91,snow
661,Ako,JP,34.75,134.4,36.37,76,21,4.63,few clouds
662,Kaka,TM,37.3482,59.6143,54.09,23,41,6.73,scattered clouds
663,Uvinza,TZ,-5.1036,30.3911,65.7,94,92,2.26,overcast clouds
664,Cayenne,GF,4.9333,-52.3333,77.09,89,75,5.75,broken clouds
665,Venado Tuerto,AR,-33.7456,-61.9688,82.89,27,0,6.42,clear sky
666,Inirida,CO,3.8653,-67.9239,78.55,78,99,1.5,overcast clouds
667,Fayaoue,NC,-20.65,166.5333,82.47,85,100,31.21,overcast clouds
668,Nabire,ID,-3.3667,135.4833,76.91,91,100,2.95,overcast clouds
669,Mehamn,NO,71.0357,27.8492,19.31,84,99,10.49,light snow
670,Bathsheba,BB,13.2167,-59.5167,77.61,65,40,19.57,scattered clouds
671,Miraflores,MX,19.2167,-98.8083,67.03,40,100,7.45,overcast clouds
672,Radhanpur,IN,23.8333,71.6,60.82,33,0,9.33,clear sky
673,Springbok,ZA,-29.6643,17.8865,68.86,48,0,3.29,clear sky
674,Rock Springs,US,41.5875,-109.2029,39.24,67,0,31.07,clear sky
675,Nokaneng,BW,-19.6667,22.2667,73.92,60,66,4.36,light rain
676,Goundi,TD,9.3627,17.366,75.92,12,28,5.17,scattered clouds
